"dt","brand","framework","ads_format","impression","click","cost","order_cnt","pay_amount","new_customer_cnt","new_customer_cost","new_customer_pay_amount","cost_ly","pay_amount_ly","new_customer_cnt_ly","new_customer_cost_ly","new_customer_pay_amount_ly","cost_target","pay_amount_target","new_customer_cnt_target","new_customer_cost_target"
"2026-02-10","M Polo","T-shirt","ZTC","3059","94","278.54","5","1062.13","2","117.33","250.66","305.12","969.81","2","115.72","237.36","267.53","1119.07","2","124.96"
"2026-02-10","M Polo","T-shirt","YLMF","2811","193","480.22","5","475.29","1","165.59","120.45","460.43","392.59","1","185.05","132.77","510.43","462.72","1","172.13"
"2026-02-10","M Polo","T-shirt","QZT","2145","84","233.31","5","730.63","1","105.57","222.57","259.22","643.12","1","115.17","167.04","237.08","769.14","1","108.11"
"2026-02-10","M Polo","Complemen","ZTC","2495","108","365.61","3","327.5","1","146.79","77.37","337.02","326.21","1","134.53","87.04","378.61","349.52","1","155.45"
"2026-02-10","M Polo","Complemen","YLMF","1714","89","178.27","3","472.31","1","79.57","125.87","162.13","532.19","1","78.28","112.6","186.29","446.24","1","75.76"
"2026-02-10","M Polo","Complemen","QZT","1494","47","110.23","2","415.83","1","35.96","103.43","95.72","446.01","1","33.36","116.17","115.61","428.53","1","33.85"
"2026-02-10","W Polo","Acceleration","ZTC","4413","171","594.97","7","1372.88","2","203.59","427.41","672.5","1541.73","2","213.94","470.65","647.94","1343.94","2","210.8"
"2026-02-10","W Polo","Acceleration","YLMF","4271","266","794.91","10","2503.69","2","257.59","851.36","745","2749.15","2","213.15","728.88","787.93","2294.66","2","239.82"
"2026-02-10","W Polo","Acceleration","QZT","3068","92","262.46","7","1091.37","2","89.85","344.28","274.04","1043.28","2","91","283.46","282.88","1145.76","2","85.46"
"2026-02-10","W Polo","Foundation","ZTC","4781","306","1022.12","23","3412.25","4","484.37","901.69","941.52","3750.2","4","500","917.57","1070.38","3541.65","4","505.96"
"2026-02-10","W Polo","Foundation","YLMF","3238","148","515.11","10","1575.31","3","209.39","436.38","457.52","1662.39","3","191.37","346.02","566.59","1682.04","3","188.85"
"2026-02-10","W Polo","Foundation","QZT","2379","94","317.82","3","396.72","1","146.64","107.31","280.44","382.8","1","122.76","122.46","339.95","410.17","1","145.48"
"2026-02-11","M Polo","Acceleration","ZTC","6666","296","863.07","14","2995.75","3","325.84","783.28","781.09","2728.04","2","272.4","628.13","930.57","3166.05","3","336.23"
"2026-02-11","M Polo","Acceleration","YLMF","5109","246","819.45","12","1332.85","3","275.87","328.29","756.64","1069.9","3","260.02","265.83","893.03","1223.99","3","283.97"
"2026-02-11","M Polo","Acceleration","QZT","4064","200","569.01","10","2349.5","4","233.62","759.65","492.89","2407.64","4","216.92","866.95","593.17","2492.58","4","225.14"
"2026-02-11","M Polo","Foundation","ZTC","5537","214","679.02","17","2601.59","6","274.95","586.01","651.42","2410.36","6","220.2","447.49","684.2","2350.1","6","274.01"
"2026-02-11","M Polo","Foundation","YLMF","4249","179","487.12","5","1093.47","1","181.47","328.39","426.79","1177.32","1","204.98","281.29","491.36","1014.57","1","193.47"
"2026-02-11","M Polo","Foundation","QZT","3329","217","645.35","13","1596.14","4","212.69","406.41","614.34","1558.39","3","231.17","308.06","638.05","1654.24","4","212.48"
"2026-02-11","M Polo","T-shirt","ZTC","3146","157","302.15","5","1315.49","2","119.28","322.46","279.02","1114.58","2","104.89","254.5","331.01","1264.12","2","112.2"
"2026-02-11","M Polo","T-shirt","YLMF","3023","108","333.16","7","766.17","2","130.78","240.9","312.23","636.02","2","143.49","187.14","343.12","812.54","2","137.88"
"2026-02-11","M Polo","T-shirt","QZT","1776","99","222.18","6","1320.78","1","78.35","338.72","252.15","1250.71","1","66.45","286.79","228.86","1401.12","1","83.31"
"2026-02-11","M Polo","Complemen","ZTC","2134","110","174.99","7","797.53","2","78.73","210.79","177.18","788.28","2","75.43","173.08","182.05","755.64","2","76"
"2026-02-11","M Polo","Complemen","YLMF","1989","113","179.89","6","846.98","2","73.01","223.95","162.85","775.11","2","74.39","172.34","185.8","838.46","2","69.37"
"2026-02-11","M Polo","Complemen","QZT","1219","49","79.22","1","288.77","1","33.63","66.87","69.6","303.25","1","37.79","70.8","84.97","310.17","1","36.42"
"2026-02-11","W Polo","Acceleration","ZTC","5292","188","415.72","7","660.05","2","167.64","157.75","474.34","625.75","2","181.24","149.41","456.42","695.72","2","181.97"
"2026-02-11","W Polo","Acceleration","YLMF","3927","271","441.57","9","2537.58","3","169.85","642.09","399.54","2182.54","3","165.89","587.47","453.38","2529.68","3","157.42"
"2026-02-11","W Polo","Acceleration","QZT","3374","143","240.76","11","1181.62","3","98.33","382","275.35","1137.03","3","92.68","378.56","255.04","1127.98","3","105.11"
"2026-02-11","W Polo","Foundation","ZTC","4080","268","910.99","16","3915.99","4","443.17","1311.34","1015.45","3797.02","3","471.68","1276.02","989.97","4237.21","4","430.66"
"2026-02-11","W Polo","Foundation","YLMF","2957","143","475.46","11","1577.53","3","192.33","415.6","538.08","1436.56","2","217.56","408.16","483.28","1486.95","3","194.94"
"2026-02-11","W Polo","Foundation","QZT","2223","119","335.95","6","660.37","2","111.5","141.84","309.99","555.8","2","91.8","130.28","346.98","636.32","2","105.78"
"2026-02-12","M Polo","Acceleration","ZTC","6979","437","662.41","33","3484.11","9","255.29","825.9","723.98","2838.57","9","289.37","719.2","633.43","3705.27","8","280.3"
"2026-02-12","M Polo","Acceleration","YLMF","5867","251","642.79","18","5256.66","5","289.64","1706.57","555.21","4674.15","4","267.83","1633.33","684.3","5653.31","5","280.17"
"2026-02-12","M Polo","Acceleration","QZT","4413","203","538.55","12","3575.78","2","186.83","831.56","510.57","4001.51","2","158.99","936.46","517.87","3714.85","2","184.27"
"2026-02-12","M Polo","Foundation","ZTC","6017","421","1208.12","17","3845.12","4","424.03","817.47","1052.43","3431.88","4","471.41","708.63","1198.13","4121.84","4","463.51"
"2026-02-12","M Polo","Foundation","YLMF","4113","192","516.23","8","2071.63","2","185.42","624.94","537.45","2087.39","2","192.81","495.07","504.16","1995.52","2","170.08"
"2026-02-12","M Polo","Foundation","QZT","2872","187","297.76","15","1695.72","3","108.48","483.81","335.31","1836.04","3","99.18","369.57","311.16","1716.92","3","118.78"
"2026-02-12","M Polo","T-shirt","ZTC","3713","152","319.65","4","1142.43","1","120.76","343.49","274.34","1200.51","1","113.46","390.2","307.83","1051.03","1","113.65"
"2026-02-12","M Polo","T-shirt","YLMF","2496","173","320.32","14","1356.43","3","113.57","427.63","358.09","1293.38","3","104.82","423.75","350.42","1429.16","3","105.18"
"2026-02-12","M Polo","T-shirt","QZT","1911","60","109.08","5","489.4","1","47.06","121.12","96.73","455.2","1","40.45","137.13","115.42","510.77","1","50.16"
"2026-02-12","M Polo","Complemen","ZTC","2153","115","344.55","9","2251.72","3","105.34","560.38","297.16","2048.91","3","96.06","515.58","366.44","2096.9","3","112.38"
"2026-02-12","M Polo","Complemen","YLMF","1932","63","128.66","2","239.67","1","51.94","71.71","146.18","272.17","1","52.43","80.68","136.08","252.1","1","54.78"
"2026-02-12","M Polo","Complemen","QZT","1380","52","79.39","1","201.77","1","25.89","60.52","68.43","218.71","1","29.74","62.28","82.74","191.32","1","23.93"
"2026-02-12","W Polo","Acceleration","ZTC","5737","323","888.3","18","2192.27","6","307.26","548.83","973.47","2510.31","5","324.03","434.44","923.36","2039.72","6","316.58"
"2026-02-12","W Polo","Acceleration","YLMF","3631","250","686.95","16","2005.98","6","225.43","565.89","613.04","1636.47","6","232.78","482.45","688.05","2059.96","5","239.7"
"2026-02-12","W Polo","Acceleration","QZT","3257","111","350.79","3","503.18","1","160.23","160.86","375.41","421.96","1","180.84","180.86","344.56","512.62","1","145.68"
"2026-02-12","W Polo","Foundation","ZTC","4133","169","560.68","8","1968.74","3","222.51","413.78","484.75","2043.02","3","230.27","403.55","586.64","1976.05","3","213.05"
"2026-02-12","W Polo","Foundation","YLMF","3703","119","186.68","6","1495.66","2","87.37","501.69","185.13","1642.88","2","88.5","417.53","200.6","1399.58","2","82.31"
"2026-02-12","W Polo","Foundation","QZT","2820","125","226.71","5","401.63","1","83.69","85.77","216.52","431.48","1","70.67","70.19","231.3","398.31","1","86.17"
"2026-02-13","M Polo","Acceleration","ZTC","6468","334","566.45","18","4121.89","6","177.73","1144.26","529.52","4514.77","5","170.76","1244.05","610.26","3938.9","6","172.5"
"2026-02-13","M Polo","Acceleration","YLMF","5771","209","524.53","15","3967.06","5","229.59","1033.19","511.83","4176.26","5","246.03","899.52","528.55","4129.58","5","232.22"
"2026-02-13","M Polo","Acceleration","QZT","3978","221","523.42","13","1669.31","4","166.24","553.94","557.78","1662.5","3","169.7","527.82","570.65","1518.74","4","176.81"
"2026-02-13","M Polo","Foundation","ZTC","5976","252","767.28","16","3168","6","293.02","704.71","711.57","2583.4","6","310.44","805.08","781.78","3241.44","6","280.47"
"2026-02-13","M Polo","Foundation","YLMF","4337","241","701.17","15","2931.32","4","268.8","591.62","621.17","2436.17","4","287.67","659.57","748.91","2910.18","4","267.92"
"2026-02-13","M Polo","Foundation","QZT","3522","162","424.04","11","3104.11","4","129.31","857.45","482.82","3082.89","4","109.68","896.12","409.22","3047.72","4","122.1"
"2026-02-13","M Polo","T-shirt","ZTC","3402","158","326.48","4","495.06","1","121.16","154.34","318.32","535.41","1","112.94","137.1","322.74","454.66","1","121.1"
"2026-02-13","M Polo","T-shirt","YLMF","2929","113","298.22","6","1106.3","2","130.02","252.24","303.82","888.21","2","143.82","227.72","327.52","1051.93","2","134.98"
"2026-02-13","M Polo","T-shirt","QZT","1862","60","150.6","2","363.23","1","51.3","75.64","150.71","410.04","1","43.38","75.38","149.73","358.89","1","48.64"
"2026-02-13","M Polo","Complemen","ZTC","2107","80","269.3","5","473.52","1","113.28","161.21","280.32","500.5","1","125.14","123.15","288.79","472.74","1","116.79"
"2026-02-13","M Polo","Complemen","YLMF","1529","48","115.03","1","154.06","1","42.94","40.77","131.32","174.87","1","35.2","46.01","121.58","152.35","1","39.86"
"2026-02-13","M Polo","Complemen","QZT","1419","46","99.93","4","477.63","1","48","125.92","109.69","536.85","1","41.5","117.99","96.79","505.04","1","52.43"
"2026-02-13","W Polo","Acceleration","ZTC","4713","218","647.99","6","1754.09","2","267.85","431.01","569.21","1743.28","2","296.79","442.23","617.63","1587.96","2","288.91"
"2026-02-13","W Polo","Acceleration","YLMF","3584","170","517.53","11","2893.01","3","211.82","887.89","519.26","2950.26","3","187.72","845.09","556.37","2959.21","3","232.37"
"2026-02-13","W Polo","Acceleration","QZT","2960","94","320.34","2","477.37","1","145.4","142.05","280.4","547.45","1","144.01","114.23","347.79","497.02","1","147.57"
"2026-02-13","W Polo","Foundation","ZTC","4823","213","426.03","8","1435.89","3","143.98","371.3","420.16","1155.73","3","118.13","366.14","450.75","1461.01","3","149.89"
"2026-02-13","W Polo","Foundation","YLMF","3453","240","468.63","17","2886.32","3","140.84","598.64","503.42","2814.65","3","120.99","538.95","496.04","3133.51","3","152.95"
"2026-02-13","W Polo","Foundation","QZT","2777","112","343.59","7","2064.53","1","155.59","613.51","319.6","1942.67","1","156.71","581.4","340.36","1904.49","1","153.42"
"2026-02-14","M Polo","Acceleration","ZTC","7294","429","1310.94","27","5641.97","6","458.14","1307.88","1391.48","5327.71","5","402.09","1021.9","1302.55","5082.85","6","472.83"
"2026-02-14","M Polo","Acceleration","YLMF","6889","297","482.53","23","4951.17","8","189.36","1143.92","430.55","5024.24","7","181.8","973.84","475.04","5183.01","8","206.23"
"2026-02-14","M Polo","Acceleration","QZT","4512","173","420.11","6","814.12","2","171.11","225.28","391.4","855.1","2","162.39","185.98","406.17","868.21","2","182.53"
"2026-02-14","M Polo","Foundation","ZTC","6227","382","1058.5","18","4204.16","7","384.39","1164.28","1041.13","4428.33","5","409.05","1083.48","1034.55","4295.94","7","356.17"
"2026-02-14","M Polo","Foundation","YLMF","5740","355","782.52","17","3707.89","4","317.05","1003.07","745.59","3152.42","3","340.31","1134.28","802.26","3584.61","4","311.94"
"2026-02-14","M Polo","Foundation","QZT","4258","289","916.36","14","3314.09","3","302.12","1009.41","1000.98","2882.69","3","321.72","1088.42","943.77","3520.7","3","275.29"
"2026-02-14","M Polo","T-shirt","ZTC","3553","112","262.87","5","1238.21","1","84.63","429.39","251.46","1301.56","1","89.38","406.76","258.49","1299.53","1","76.71"
"2026-02-14","M Polo","T-shirt","YLMF","2945","166","552.98","10","1169.45","3","188.42","365.97","606.06","1019.07","2","197.78","350.89","575.98","1106.2","3","203.35"
"2026-02-14","M Polo","T-shirt","QZT","2158","90","181.48","2","194.32","1","80.79","53.97","173.7","198.3","1","91.93","47.27","199.01","202.39","1","85.45"
"2026-02-14","M Polo","Complemen","ZTC","2337","84","253.56","4","376.2","1","87.22","110.83","287.19","324.4","1","77.87","120.07","244.95","341.96","1","88.91"
"2026-02-14","M Polo","Complemen","YLMF","2341","112","350.49","9","1243.66","2","118.46","270.76","383.18","1351.22","2","127.42","257.81","344.89","1209.6","2","123.99"
"2026-02-14","M Polo","Complemen","QZT","1509","50","109.69","2","250.57","1","33.75","65.34","97.71","234.53","1","29.99","62.69","112.81","267.06","1","35.22"
"2026-02-14","W Polo","Acceleration","ZTC","4969","200","647.64","14","3971.47","2","268.05","973.97","599.64","4246.53","2","293.53","900.59","707.66","4111.22","2","246.61"
"2026-02-14","W Polo","Acceleration","YLMF","4896","336","691.37","9","2198.57","3","314.75","634.66","614.32","2301.74","3","347.1","548.92","687.46","2198.81","3","332.88"
"2026-02-14","W Polo","Acceleration","QZT","3167","108","196.67","8","1510.45","1","89.58","341.69","223.39","1705.48","1","89.29","351.85","199.74","1362.66","1","88.21"
"2026-02-14","W Polo","Foundation","ZTC","5317","343","556.23","19","2681.59","5","177.19","617.27","605.84","2475.26","4","168.82","701.39","567.94","2622.38","5","182.46"
"2026-02-14","W Polo","Foundation","YLMF","4153","219","361.36","6","733.47","2","144.64","250.77","393.22","792.17","2","117.18","231.13","357.83","732.35","2","155.16"
"2026-02-14","W Polo","Foundation","QZT","2863","159","361.61","5","1416.69","1","113.38","440.52","383.01","1465.45","1","120","504.34","368.84","1489.98","1","103.19"
"2026-02-15","M Polo","Acceleration","ZTC","8165","389","1316.69","14","3104.51","5","542.34","923.89","1310.38","3262.58","5","466.56","828.94","1267.34","3150.37","5","499.17"
"2026-02-15","M Polo","Acceleration","YLMF","5282","317","480.54","15","3921.7","6","144.86","1031.06","479.78","3515.27","6","126.42","1105.98","480.55","4211.39","6","141.34"
"2026-02-15","M Polo","Acceleration","QZT","4748","152","503.21","9","2333.54","3","234.26","655.99","494.19","2578.81","3","233.94","578.38","522.3","2164.3","3","252.31"
"2026-02-15","M Polo","Foundation","ZTC","6348","192","349.07","11","2969.87","3","170","970.46","312.37","3043.5","3","162.36","990.79","351.69","3026.56","3","186.65"
"2026-02-15","M Polo","Foundation","YLMF","5158","262","751.16","13","1610.73","2","252.43","543.56","725.14","1350.57","2","277.21","443.66","791.24","1659.94","2","273.71"
"2026-02-15","M Polo","Foundation","QZT","4306","278","807.9","19","4513.73","6","399.13","1413.27","847.97","3734.23","5","332.96","1491.21","826.68","4069.12","6","386.33"
"2026-02-15","M Polo","T-shirt","ZTC","3380","185","449.91","8","1084.56","3","223.04","327.07","447.08","1000.06","3","255.96","374.05","491.75","1001.39","3","234.46"
"2026-02-15","M Polo","T-shirt","YLMF","3093","183","496.68","6","1519.45","2","219.86","474.56","501.78","1722.6","2","238.88","473.92","518.16","1488.11","2","234.19"
"2026-02-15","M Polo","T-shirt","QZT","2392","75","201.33","4","873.29","1","89.56","188.79","185.45","773.31","1","95.5","193.04","195.03","950.44","1","80.73"
"2026-02-15","M Polo","Complemen","ZTC","2952","121","338.88","3","434.81","1","152.68","128.28","361.08","351.21","1","168.02","140.21","358.9","402.97","1","142.24"
"2026-02-15","M Polo","Complemen","YLMF","1966","65","200.55","2","544.28","1","95.57","116.76","203.58","565.8","1","109.5","127.41","215.45","509.47","1","97.76"
"2026-02-15","M Polo","Complemen","QZT","1608","56","189.75","3","445.4","1","88.78","149.59","213.11","491.13","1","78.77","134.91","194.98","428.09","1","89.19"
"2026-02-15","W Polo","Acceleration","ZTC","6279","405","1352.93","27","2830.25","7","613.58","582.28","1452.31","2266.48","7","629.48","638.27","1324.53","2930.18","7","582.01"
"2026-02-15","W Polo","Acceleration","YLMF","4069","124","298.69","6","527.07","2","146.55","130.01","340.18","602.7","2","160.7","106.38","291.25","576.43","2","141.56"
"2026-02-15","W Polo","Acceleration","QZT","3009","129","241.34","9","1754.74","3","80.93","522.74","246.14","1617.7","3","72.11","401.46","253.58","1646.3","3","75.05"
